url;short_url;count_of_visits
https://github.com/wimble3/cut_url/blob/master/classes/ShortUrl.php;http://localhost:8888/8138e8d5;0
https://www.youtube.com/watch?v=PFuwo8bq8gs;http://localhost:8888/00c5f129;0
https://e.mail.ru/inbox/;http://localhost:8888/b29f7443;0
https://ru.stackoverflow.com/questions/233082/Реализовать-обращение-к-функции-php-из-другого-файла;http://localhost:8888/cb8a4c05;0
